
  MOD SAYISI  MOD DEGERI

    1      529.41101

  DGMNO                DUGUM NOKTASI KOORDINATLARI                GUNCELLENMIS DUGUM NOKTASI KOORDINATLARI

  144      -0.01090147       0.00981573       0.02783460      -0.01090147       0.00981573       0.02783460
  145      -0.01184401       0.00860518       0.02806291      -0.01184401       0.00860518       0.02806291
  146      -0.01265209       0.00730469       0.02829075      -0.01265209       0.00730469       0.02829075
  147      -0.01331721       0.00592920       0.02851811      -0.01331721       0.00592920       0.02851811
  148      -0.01383252       0.00449446       0.02874497      -0.01383252       0.00449446       0.02874497
  149      -0.01419292       0.00301680       0.02897131      -0.01419292       0.00301680       0.02897131
  150      -0.01439508       0.00151298       0.02919710      -0.01439508       0.00151298       0.02919710
  151      -0.01443750       0.00000000       0.02942234      -0.01443750       0.00000000       0.02942234
  152      -0.01432049      -0.00150514       0.02964700      -0.01432049      -0.00150514       0.02964700
  153      -0.01404620      -0.00298561       0.02987105      -0.01404620      -0.00298561       0.02987105
  154      -0.01361853      -0.00442493       0.03009449      -0.01361853      -0.00442493       0.03009449
  155      -0.01304315      -0.00580718       0.03031730      -0.01304315      -0.00580718       0.03031730
  156      -0.01232733      -0.00711719       0.03053945      -0.01232733      -0.00711719       0.03053945
  157      -0.01147995      -0.00834067       0.03076092      -0.01147995      -0.00834067       0.03076092
  158      -0.01051132      -0.00946443       0.03098169      -0.01051132      -0.00946443       0.03098169
  159      -0.00943307      -0.01047648       0.03120176      -0.00943307      -0.01047648       0.03120176
  160      -0.00825802      -0.01136618       0.03142108      -0.00825802      -0.01136618       0.03142108
  161      -0.00700000      -0.01212436       0.03163966      -0.00700000      -0.01212436       0.03163966
  162      -0.00567372      -0.01274339       0.03185746      -0.00567372      -0.01274339       0.03185746
  163      -0.00429456      -0.01321731       0.03207448      -0.00429456      -0.01321731       0.03207448
  164      -0.00287841      -0.01354184       0.03229068      -0.00287841      -0.01354184       0.03229068
  165      -0.00144145      -0.01371446       0.03250605      -0.00144145      -0.01371446       0.03250605
  166       0.00000000      -0.01373438       0.03272057       0.00000000      -0.01373438       0.03272057
  167       0.00142969      -0.01360257       0.03293423       0.00142969      -0.01360257       0.03293423
  168       0.00283163      -0.01332176       0.03314700       0.00283163      -0.01332176       0.03314700
  169       0.00419027      -0.01289633       0.03335886       0.00419027      -0.01289633       0.03335886
  170       0.00549069      -0.01233229       0.03356979       0.00549069      -0.01233229       0.03356979
  171       0.00671875      -0.01163722       0.03377978       0.00671875      -0.01163722       0.03377978
  172       0.00786126      -0.01082010       0.03398881       0.00786126      -0.01082010       0.03398881
  173       0.00890613      -0.00989126       0.03419685       0.00890613      -0.00989126       0.03419685
  174       0.00984249      -0.00886222       0.03440389       0.00984249      -0.00886222       0.03440389
  175       0.01066082      -0.00774554       0.03460991       0.01066082      -0.00774554       0.03460991
  176       0.01135305      -0.00655469       0.03481488       0.01135305      -0.00655469       0.03481488
  177       0.01191263      -0.00530385       0.03501880       0.01191263      -0.00530385       0.03501880
  178       0.01233461      -0.00400776       0.03522164       0.01233461      -0.00400776       0.03522164
  179       0.01261566      -0.00268154       0.03542338       0.01261566      -0.00268154       0.03542338
  180       0.01275412      -0.00134051       0.03562400       0.01275412      -0.00134051       0.03562400
  181       0.01275000       0.00000000       0.03582348       0.01275000       0.00000000       0.03582348
  182       0.01260494       0.00132483       0.03602181       0.01260494       0.00132483       0.03602181
  183       0.01232221       0.00261917       0.03621896       0.01232221       0.00261917       0.03621896
  184       0.01190663       0.00386870       0.03641492       0.01190663       0.00386870       0.03641492
  185       0.01136451       0.00505980       0.03660967       0.01136451       0.00505980       0.03660967
  186       0.01070353       0.00617969       0.03680318       0.01070353       0.00617969       0.03680318
  187       0.00993271       0.00721653       0.03699544       0.00993271       0.00721653       0.03699544
  188       0.00906219       0.00815963       0.03718643       0.00906219       0.00815963       0.03718643
  189       0.00810317       0.00899948       0.03737613       0.00810317       0.00899948       0.03737613
  190       0.00706775       0.00972792       0.03756453       0.00706775       0.00972792       0.03756453
  191       0.00596875       0.01033818       0.03775159       0.00596875       0.01033818       0.03775159
  192       0.00481958       0.01082494       0.03793731       0.00481958       0.01082494       0.03793731
  193       0.00363404       0.01118442       0.03812166       0.00363404       0.01118442       0.03812166
  194       0.00242620       0.01141437       0.03830463       0.00242620       0.01141437       0.03830463
  195       0.00121018       0.01151408       0.03848620       0.00121018       0.01151408       0.03848620
  196       0.00000000       0.01148437       0.03866634       0.00000000       0.01148437       0.03866634
  197      -0.00119058       0.01132760       0.03884504      -0.00119058       0.01132760       0.03884504
  198      -0.00234823       0.01104757       0.03902228      -0.00234823       0.01104757       0.03902228
  199      -0.00346022       0.01064946       0.03919805      -0.00346022       0.01064946       0.03919805
  200      -0.00451452       0.01013978       0.03937231      -0.00451452       0.01013978       0.03937231
  201      -0.00550000       0.00952628       0.03954506      -0.00550000       0.00952628       0.03954506
  202      -0.00640649       0.00881778       0.03971627      -0.00640649       0.00881778       0.03971627
  203      -0.00722494       0.00802411       0.03988592      -0.00722494       0.00802411       0.03988592
  204      -0.00794747       0.00715593       0.04005401      -0.00794747       0.00715593       0.04005401
  205      -0.00856749       0.00622465       0.04022050      -0.00856749       0.00622465       0.04022050
  206      -0.00907974       0.00524219       0.04038538      -0.00907974       0.00524219       0.04038538
  207      -0.00948032       0.00422091       0.04054863      -0.00948032       0.00422091       0.04054863
  208      -0.00976676       0.00317341       0.04071024      -0.00976676       0.00317341       0.04071024
  209      -0.00993798       0.00211238       0.04087017      -0.00993798       0.00211238       0.04087017
  210      -0.00999432       0.00105045       0.04102842      -0.00999432       0.00105045       0.04102842
  211      -0.00993750       0.00000000       0.04118497      -0.00993750       0.00000000       0.04118497
  212      -0.00977056      -0.00102693       0.04133980      -0.00977056      -0.00102693       0.04133980
  213      -0.00949781      -0.00201882       0.04149288      -0.00949781      -0.00201882       0.04149288
  214      -0.00912479      -0.00296482       0.04164421      -0.00912479      -0.00296482       0.04164421
  215      -0.00865813      -0.00385485       0.04179376      -0.00865813      -0.00385485       0.04179376
  216      -0.00810546      -0.00467969       0.04194151      -0.00810546      -0.00467969       0.04194151
  217      -0.00747532      -0.00543114       0.04208745      -0.00747532      -0.00543114       0.04208745
  218      -0.00677702      -0.00610205       0.04223156      -0.00677702      -0.00610205       0.04223156
  219      -0.00602050      -0.00668645       0.04237381      -0.00602050      -0.00668645       0.04237381
  220      -0.00521623      -0.00717952       0.04251420      -0.00521623      -0.00717952       0.04251420
  221      -0.00437500      -0.00757772       0.04265271      -0.00437500      -0.00757772       0.04265271
  222      -0.00350785      -0.00787876       0.04278931      -0.00350785      -0.00787876       0.04278931
  223      -0.00262587      -0.00808160       0.04292398      -0.00262587      -0.00808160       0.04292398
  224      -0.00174009      -0.00818648       0.04305672      -0.00174009      -0.00818648       0.04305672
  225      -0.00086131      -0.00819486       0.04318750      -0.00086131      -0.00819486       0.04318750
  226       0.00000000      -0.00810938       0.04331631       0.00000000      -0.00810938       0.04331631
  227       0.00083388      -0.00793380       0.04344312       0.00083388      -0.00793380       0.04344312
  228       0.00163094      -0.00767296       0.04356792       0.00163094      -0.00767296       0.04356792
  229       0.00238252      -0.00733265       0.04369070       0.00238252      -0.00733265       0.04369070
  230       0.00308078      -0.00691954       0.04381144       0.00308078      -0.00691954       0.04381144
  231       0.00371875      -0.00644106       0.04393011       0.00371875      -0.00644106       0.04393011
  232       0.00429047      -0.00590532       0.04404671       0.00429047      -0.00590532       0.04404671
  233       0.00479098      -0.00532092       0.04416121       0.00479098      -0.00532092       0.04416121
  234       0.00521641      -0.00469688       0.04427361       0.00521641      -0.00469688       0.04427361
  235       0.00556401      -0.00404249       0.04438388       0.00556401      -0.00404249       0.04438388
  236       0.00583214      -0.00336719       0.04449201       0.00583214      -0.00336719       0.04449201
  237       0.00602026      -0.00268039       0.04459798       0.00602026      -0.00268039       0.04459798
  238       0.00612896      -0.00199142       0.04470178       0.00612896      -0.00199142       0.04470178
  239       0.00615988      -0.00130932       0.04480339       0.00615988      -0.00130932       0.04480339
  240       0.00611569      -0.00064278       0.04490280       0.00611569      -0.00064278       0.04490280
  241       0.00600000       0.00000000       0.04500000      -1.48258863       0.00000000       0.04500000

  MOD SAYISI  MOD DEGERI

   11     3161.84638

  DGMNO                DUGUM NOKTASI KOORDINATLARI                GUNCELLENMIS DUGUM NOKTASI KOORDINATLARI

    1       0.00600000       0.00000000       0.00000000       0.00600000       0.00000000       0.00000000
    2       0.00611569       0.00064278       0.00009720       0.00611569       0.00064278       0.00009720
    3       0.00615988       0.00130932       0.00019661       0.00615988       0.00130932       0.00019661
    4       0.00612896       0.00199142       0.00029822       0.00612896       0.00199142       0.00029822
    5       0.00602026       0.00268039       0.00040202       0.00602026       0.00268039       0.00040202
    6       0.00583214       0.00336719       0.00050799       0.00583214       0.00336719       0.00050799
    7       0.00556401       0.00404249       0.00061612       0.00556401       0.00404249       0.00061612
    8       0.00521641       0.00469688       0.00072639       0.00521641       0.00469688       0.00072639
    9       0.00479098       0.00532092       0.00083879       0.00479098       0.00532092       0.00083879
   10       0.00429047       0.00590532       0.00095329       0.00429047       0.00590532       0.00095329
   11       0.00371875       0.00644106       0.00106989       0.00371875       0.00644106       0.00106989
   12       0.00308078       0.00691954       0.00118856       0.00308078       0.00691954       0.00118856
   13       0.00238252       0.00733265       0.00130930       0.00238252       0.00733265       0.00130930
   14       0.00163094       0.00767296       0.00143208       0.00163094       0.00767296       0.00143208
   15       0.00083388       0.00793380       0.00155688       0.00083388       0.00793380       0.00155688
   16       0.00000000       0.00810938       0.00168369       0.00000000       0.00810938       0.00168369
   17      -0.00086131       0.00819486       0.00181250      -0.00086131       0.00819486       0.00181250
   18      -0.00174009       0.00818648       0.00194328      -0.00174009       0.00818648       0.00194328
   19      -0.00262587       0.00808160       0.00207602      -0.00262587       0.00808160       0.00207602
   20      -0.00350785       0.00787876       0.00221069      -0.00350785       0.00787876       0.00221069
   21      -0.00437500       0.00757772       0.00234729      -0.00437500       0.00757772       0.00234729
   22      -0.00521623       0.00717952       0.00248580      -0.00521623       0.00717952       0.00248580
   23      -0.00602050       0.00668645       0.00262619      -0.00602050       0.00668645       0.00262619
   24      -0.00677702       0.00610205       0.00276844      -0.00677702       0.00610205       0.00276844
   25      -0.00747532       0.00543114       0.00291255      -0.00747532       0.00543114       0.00291255
   26      -0.00810546       0.00467969       0.00305849      -0.00810546       0.00467969       0.00305849
   27      -0.00865813       0.00385485       0.00320624      -0.00865813       0.00385485       0.00320624
   28      -0.00912479       0.00296482       0.00335579      -0.00912479       0.00296482       0.00335579
   29      -0.00949781       0.00201882       0.00350712      -0.00949781       0.00201882       0.00350712
   30      -0.00977056       0.00102693       0.00366020      -0.00977056       0.00102693       0.00366020
   31      -0.00993750       0.00000000       0.00381503      -0.00993750       0.00000000       0.00381503
   32      -0.00999432      -0.00105045       0.00397158      -0.00999432      -0.00105045       0.00397158
   33      -0.00993798      -0.00211238       0.00412983      -0.00993798      -0.00211238       0.00412983
   34      -0.00976676      -0.00317341       0.00428976      -0.00976676      -0.00317341       0.00428976
   35      -0.00948032      -0.00422091       0.00445137      -0.00948032      -0.00422091       0.00445137
   36      -0.00907974      -0.00524219       0.00461462      -0.00907974      -0.00524219       0.00461462
   37      -0.00856749      -0.00622465       0.00477950      -0.00856749      -0.00622465       0.00477950
   38      -0.00794747      -0.00715593       0.00494599      -0.00794747      -0.00715593       0.00494599
   39      -0.00722494      -0.00802411       0.00511408      -0.00722494      -0.00802411       0.00511408
   40      -0.00640649      -0.00881778       0.00528373      -0.00640649      -0.00881778       0.00528373
   41      -0.00550000      -0.00952628       0.00545494      -0.00550000      -0.00952628       0.00545494
   42      -0.00451452      -0.01013978       0.00562769      -0.00451452      -0.01013978       0.00562769
   43      -0.00346022      -0.01064946       0.00580195      -0.00346022      -0.01064946       0.00580195
   44      -0.00234823      -0.01104757       0.00597772      -0.00234823      -0.01104757       0.00597772
   45      -0.00119058      -0.01132760       0.00615496      -0.00119058      -0.01132760       0.00615496
   46       0.00000000      -0.01148437       0.00633366       0.00000000      -0.01148437       0.00633366
   47       0.00121018      -0.01151408       0.00651380  ***************      -0.01151408       0.00651380
   48       0.00242620      -0.01141437       0.00669537  ***************      -0.01141437       0.00669537
   49       0.00363404      -0.01118442       0.00687834  ***************      -0.01118442       0.00687834
   50       0.00481958      -0.01082494       0.00706269  ***************      -0.01082494       0.00706269
   51       0.00596875      -0.01033818       0.00724841  ***************      -0.01033818       0.00724841
   52       0.00706775      -0.00972792       0.00743547       0.00706775      -0.00972792       0.00743547
   53       0.00810317      -0.00899948       0.00762387       0.00810317      -0.00899948       0.00762387
   54       0.00906219      -0.00815963       0.00781357       0.00906219      -0.00815963       0.00781357
   55       0.00993271      -0.00721653       0.00800456       0.00993271      -0.00721653       0.00800456
   56       0.01070353      -0.00617969       0.00819682       0.01070353      -0.00617969       0.00819682
   57       0.01136451      -0.00505980       0.00839033       0.01136451      -0.00505980       0.00839033
   58       0.01190663      -0.00386870       0.00858508  ***************      -0.00386870       0.00858508
   59       0.01232221      -0.00261917       0.00878104  ***************      -0.00261917       0.00878104
   60       0.01260494      -0.00132483       0.00897819       0.01260494      -0.00132483       0.00897819
   61       0.01275000       0.00000000       0.00917652       0.01275000       0.00000000       0.00917652
   62       0.01275412       0.00134051       0.00937600  ***************       0.00134051       0.00937600
   63       0.01261566       0.00268154       0.00957662       0.01261566       0.00268154       0.00957662
   64       0.01233461       0.00400776       0.00977836       0.01233461       0.00400776       0.00977836
   65       0.01191263       0.00530385       0.00998120       0.34570318       0.00530385       0.00998120
   66       0.01135305       0.00655469       0.01018512      -1.45596514       0.00655469       0.01018512
   67       0.01066082       0.00774554       0.01039009      -0.04242911       0.00774554       0.01039009
   68       0.00984249       0.00886222       0.01059611       1.55674210       0.00886222       0.01059611
   69       0.00890613       0.00989126       0.01080315       0.39292610       0.00989126       0.01080315
   70       0.00786126       0.01082010       0.01101119      -0.23624308       0.01082010       0.01101119
   71       0.00671875       0.01163722       0.01122022      -0.25100582       0.01163722       0.01122022
   72       0.00549069       0.01233229       0.01143021       0.00549069       0.01233229       0.01143021
   73       0.00419027       0.01289633       0.01164114      -1.82286651       0.01289633       0.01164114
   74       0.00283163       0.01332176       0.01185300       0.00283163       0.01332176       0.01185300
   75       0.00142969       0.01360257       0.01206577       0.00142969       0.01360257       0.01206577
   76       0.00000000       0.01373438       0.01227943       0.00000000       0.01373438       0.01227943
   77      -0.00144145       0.01371446       0.01249395      -0.00144145       0.01371446       0.01249395
   78      -0.00287841       0.01354184       0.01270932      -0.00287841       0.01354184       0.01270932
   79      -0.00429456       0.01321731       0.01292552      -0.00429456       0.01321731       0.01292552
   80      -0.00567372       0.01274339       0.01314254      -0.00567372       0.01274339       0.01314254
   81      -0.00700000       0.01212436       0.01336034      -0.00700000       0.01212436       0.01336034
   82      -0.00825802       0.01136618       0.01357892      -0.00825802       0.01136618       0.01357892
   83      -0.00943307       0.01047648       0.01379824      -0.00943307       0.01047648       0.01379824
   84      -0.01051132       0.00946443       0.01401831      -0.01051132       0.00946443       0.01401831
   85      -0.01147995       0.00834067       0.01423908      -0.01147995       0.00834067       0.01423908
   86      -0.01232733       0.00711719       0.01446055      -0.01232733       0.00711719       0.01446055
   87      -0.01304315       0.00580718       0.01468270      -0.01304315       0.00580718       0.01468270
   88      -0.01361853       0.00442493       0.01490550      -0.01361853       0.00442493       0.01490550
   89      -0.01404620       0.00298561       0.01512895      -0.01404620       0.00298561       0.01512895
   90      -0.01432049       0.00150514       0.01535300      -0.01432049       0.00150514       0.01535300
   91      -0.01443750       0.00000000       0.01557766      -0.01443750       0.00000000       0.01557766
   92      -0.01439508      -0.00151298       0.01580290      -0.01439508      -0.00151298       0.01580290
   93      -0.01419292      -0.00301680       0.01602869      -0.01419292      -0.00301680       0.01602869
   94      -0.01383252      -0.00449446       0.01625503      -0.01383252      -0.00449446       0.01625503
   95      -0.01331721      -0.00592920       0.01648189      -0.01331721      -0.00592920       0.01648189
   96      -0.01265209      -0.00730469       0.01670925      -0.01265209      -0.00730469       0.01670925
   97      -0.01184401      -0.00860518       0.01693709      -0.01184401      -0.00860518       0.01693709
   98      -0.01090147      -0.00981573       0.01716540      -0.01090147      -0.00981573       0.01716540
   99      -0.00983455      -0.01092237       0.01739415      -0.00983455      -0.01092237       0.01739415
  100      -0.00865477      -0.01191227       0.01762333      -0.00865477      -0.01191227       0.01762333
  101      -0.00737500      -0.01277387       0.01785291      -0.00737500      -0.01277387       0.01785291
  102      -0.00600928      -0.01349706       0.01808288      -0.00600928      -0.01349706       0.01808288
  103      -0.00457268      -0.01407326       0.01831322      -0.00457268      -0.01407326       0.01831322
  104      -0.00308112      -0.01449554       0.01854390      -0.00308112      -0.01449554       0.01854390
  105      -0.00155120      -0.01475870       0.01877491      -0.00155120      -0.01475870       0.01877491
  106       0.00000000      -0.01485937       0.01900623       0.00000000      -0.01485937       0.01900623
  107       0.00155512      -0.01479600       0.01923784       0.00155512      -0.01479600       0.01923784
  108       0.00309671      -0.01456890       0.01946972       0.00309671      -0.01456890       0.01946972
  109       0.00460744      -0.01418025       0.01970186       0.00460744      -0.01418025       0.01970186
  110       0.00607029      -0.01363410       0.01993422       0.00607029      -0.01363410       0.01993422
  111       0.00746875      -0.01293625       0.02016680       0.00746875      -0.01293625       0.02016680
  112       0.00878702      -0.01209430       0.02039957       0.00878702      -0.01209430       0.02039957
  113       0.01001019      -0.01111745       0.02063251       0.01001019      -0.01111745       0.02063251
  114       0.01112441      -0.01001647       0.02086561       0.01112441      -0.01001647       0.02086561
  115       0.01211705      -0.00880355       0.02109884       0.01211705      -0.00880355       0.02109884
  116       0.01297685      -0.00749219       0.02133219       0.01297685      -0.00749219       0.02133219
  117       0.01369405      -0.00609698       0.02156564       0.01369405      -0.00609698       0.02156564
  118       0.01426050      -0.00463352       0.02179916       0.01426050      -0.00463352       0.02179916
  119       0.01466977      -0.00311816       0.02203274       0.01466977      -0.00311816       0.02203274
  120       0.01491721      -0.00156786       0.02226636       0.01491721      -0.00156786       0.02226636
  121       0.01500000       0.00000000       0.02250000       0.01500000       0.00000000       0.02250000
  122       0.01491721       0.00156786       0.02273364       0.01491721       0.00156786       0.02273364
  123       0.01466977       0.00311816       0.02296726       0.01466977       0.00311816       0.02296726
  124       0.01426050       0.00463352       0.02320084       0.01426050       0.00463352       0.02320084
  125       0.01369405       0.00609698       0.02343436       0.01369405       0.00609698       0.02343436
  126       0.01297685       0.00749219       0.02366781       0.01297685       0.00749219       0.02366781
  127       0.01211705       0.00880355       0.02390116       0.01211705       0.00880355       0.02390116
  128       0.01112441       0.01001647       0.02413439       0.01112441       0.01001647       0.02413439
  129       0.01001019       0.01111745       0.02436749       0.01001019       0.01111745       0.02436749
  130       0.00878702       0.01209430       0.02460043       0.00878702       0.01209430       0.02460043
  131       0.00746875       0.01293625       0.02483320       0.00746875       0.01293625       0.02483320
  132       0.00607029       0.01363410       0.02506578       0.00607029       0.01363410       0.02506578
  133       0.00460744       0.01418025       0.02529814       0.00460744       0.01418025       0.02529814
  134       0.00309671       0.01456890       0.02553028       0.00309671       0.01456890       0.02553028
  135       0.00155512       0.01479600       0.02576216       0.00155512       0.01479600       0.02576216
  136       0.00000000       0.01485937       0.02599377       0.00000000       0.01485937       0.02599377
  137      -0.00155120       0.01475870       0.02622509      -0.00155120       0.01475870       0.02622509
  138      -0.00308112       0.01449554       0.02645610      -0.00308112       0.01449554       0.02645610
  139      -0.00457268       0.01407326       0.02668678      -0.00457268       0.01407326       0.02668678
  140      -0.00600928       0.01349706       0.02691712      -0.00600928       0.01349706       0.02691712
  141      -0.00737500       0.01277387       0.02714709      -0.00737500       0.01277387       0.02714709
  142      -0.00865477       0.01191227       0.02737667      -0.00865477       0.01191227       0.02737667
  143      -0.00983455       0.01092237       0.02760585      -0.00983455       0.01092237       0.02760585
  144      -0.01090147       0.00981573       0.02783460      -0.01090147       0.00981573       0.02783460
  145      -0.01184401       0.00860518       0.02806291      -0.01184401       0.00860518       0.02806291
  146      -0.01265209       0.00730469       0.02829075      -0.01265209       0.00730469       0.02829075
  147      -0.01331721       0.00592920       0.02851811      -0.01331721       0.00592920       0.02851811
  148      -0.01383252       0.00449446       0.02874497      -0.01383252       0.00449446       0.02874497
  149      -0.01419292       0.00301680       0.02897131      -0.01419292       0.00301680       0.02897131
  150      -0.01439508       0.00151298       0.02919710      -0.01439508       0.00151298       0.02919710
  151      -0.01443750       0.00000000       0.02942234      -0.01443750       0.00000000       0.02942234
  152      -0.01432049      -0.00150514       0.02964700      -0.01432049      -0.00150514       0.02964700
  153      -0.01404620      -0.00298561       0.02987105      -0.01404620      -0.00298561       0.02987105
  154      -0.01361853      -0.00442493       0.03009449      -0.01361853      -0.00442493       0.03009449
  155      -0.01304315      -0.00580718       0.03031730      -0.01304315      -0.00580718       0.03031730
  156      -0.01232733      -0.00711719       0.03053945      -0.01232733      -0.00711719       0.03053945
  157      -0.01147995      -0.00834067       0.03076092      -0.01147995      -0.00834067       0.03076092
  158      -0.01051132      -0.00946443       0.03098169      -0.01051132      -0.00946443       0.03098169
  159      -0.00943307      -0.01047648       0.03120176      -0.00943307      -0.01047648       0.03120176
  160      -0.00825802      -0.01136618       0.03142108      -0.00825802      -0.01136618       0.03142108
  161      -0.00700000      -0.01212436       0.03163966      -0.00700000      -0.01212436       0.03163966
  162      -0.00567372      -0.01274339       0.03185746      -0.00567372      -0.01274339       0.03185746
  163      -0.00429456      -0.01321731       0.03207448      -0.00429456      -0.01321731       0.03207448
  164      -0.00287841      -0.01354184       0.03229068      -0.00287841      -0.01354184       0.03229068
  165      -0.00144145      -0.01371446       0.03250605      -0.00144145      -0.01371446       0.03250605
  166       0.00000000      -0.01373438       0.03272057       0.00000000      -0.01373438       0.03272057
  167       0.00142969      -0.01360257       0.03293423       0.00142969      -0.01360257       0.03293423
  168       0.00283163      -0.01332176       0.03314700       0.00283163      -0.01332176       0.03314700
  169       0.00419027      -0.01289633       0.03335886       0.00419027      -0.01289633       0.03335886
  170       0.00549069      -0.01233229       0.03356979       0.00549069      -0.01233229       0.03356979
  171       0.00671875      -0.01163722       0.03377978       0.00671875      -0.01163722       0.03377978
  172       0.00786126      -0.01082010       0.03398881       0.00786126      -0.01082010       0.03398881
  173       0.00890613      -0.00989126       0.03419685       0.00890613      -0.00989126       0.03419685
  174       0.00984249      -0.00886222       0.03440389       0.00984249      -0.00886222       0.03440389
  175       0.01066082      -0.00774554       0.03460991       0.01066082      -0.00774554       0.03460991
  176       0.01135305      -0.00655469       0.03481488       0.01135305      -0.00655469       0.03481488
  177       0.01191263      -0.00530385       0.03501880       0.01191263      -0.00530385       0.03501880
  178       0.01233461      -0.00400776       0.03522164       0.01233461      -0.00400776       0.03522164
  179       0.01261566      -0.00268154       0.03542338       0.01261566      -0.00268154       0.03542338
  180       0.01275412      -0.00134051       0.03562400       0.01275412      -0.00134051       0.03562400
  181       0.01275000       0.00000000       0.03582348       0.01275000       0.00000000       0.03582348
  182       0.01260494       0.00132483       0.03602181       0.01260494       0.00132483       0.03602181
  183       0.01232221       0.00261917       0.03621896       0.01232221       0.00261917       0.03621896
  184       0.01190663       0.00386870       0.03641492       0.01190663       0.00386870       0.03641492
  185       0.01136451       0.00505980       0.03660967       0.01136451       0.00505980       0.03660967
  186       0.01070353       0.00617969       0.03680318       0.01070353       0.00617969       0.03680318
  187       0.00993271       0.00721653       0.03699544       0.00993271       0.00721653       0.03699544
  188       0.00906219       0.00815963       0.03718643       0.00906219       0.00815963       0.03718643
  189       0.00810317       0.00899948       0.03737613       0.00810317       0.00899948       0.03737613
  190       0.00706775       0.00972792       0.03756453       0.00706775       0.00972792       0.03756453
  191       0.00596875       0.01033818       0.03775159       0.00596875       0.01033818       0.03775159
  192       0.00481958       0.01082494       0.03793731       0.00481958       0.01082494       0.03793731
  193       0.00363404       0.01118442       0.03812166       0.00363404       0.01118442       0.03812166
  194       0.00242620       0.01141437       0.03830463       0.00242620       0.01141437       0.03830463
  195       0.00121018       0.01151408       0.03848620       0.00121018       0.01151408       0.03848620
  196       0.00000000       0.01148437       0.03866634       0.00000000       0.01148437       0.03866634
  197      -0.00119058       0.01132760       0.03884504      -0.00119058       0.01132760       0.03884504
  198      -0.00234823       0.01104757       0.03902228      -0.00234823       0.01104757       0.03902228
  199      -0.00346022       0.01064946       0.03919805      -0.00346022       0.01064946       0.03919805
  200      -0.00451452       0.01013978       0.03937231      -0.00451452       0.01013978       0.03937231
  201      -0.00550000       0.00952628       0.03954506      -0.00550000       0.00952628       0.03954506
  202      -0.00640649       0.00881778       0.03971627      -0.00640649       0.00881778       0.03971627
  203      -0.00722494       0.00802411       0.03988592      -0.00722494       0.00802411       0.03988592
  204      -0.00794747       0.00715593       0.04005401      -0.00794747       0.00715593       0.04005401
  205      -0.00856749       0.00622465       0.04022050      -0.00856749       0.00622465       0.04022050
  206      -0.00907974       0.00524219       0.04038538      -0.00907974       0.00524219       0.04038538
  207      -0.00948032       0.00422091       0.04054863      -0.00948032       0.00422091       0.04054863
  208      -0.00976676       0.00317341       0.04071024      -0.00976676       0.00317341       0.04071024
  209      -0.00993798       0.00211238       0.04087017      -0.00993798       0.00211238       0.04087017
  210      -0.00999432       0.00105045       0.04102842      -0.00999432       0.00105045       0.04102842
  211      -0.00993750       0.00000000       0.04118497      -0.00993750       0.00000000       0.04118497
  212      -0.00977056      -0.00102693       0.04133980      -0.00977056      -0.00102693       0.04133980
  213      -0.00949781      -0.00201882       0.04149288      -0.00949781      -0.00201882       0.04149288
  214      -0.00912479      -0.00296482       0.04164421      -0.00912479      -0.00296482       0.04164421
  215      -0.00865813      -0.00385485       0.04179376      -0.00865813      -0.00385485       0.04179376
  216      -0.00810546      -0.00467969       0.04194151      -0.00810546      -0.00467969       0.04194151
  217      -0.00747532      -0.00543114       0.04208745      -0.00747532      -0.00543114       0.04208745
  218      -0.00677702      -0.00610205       0.04223156      -0.00677702      -0.00610205       0.04223156
  219      -0.00602050      -0.00668645       0.04237381      -0.00602050      -0.00668645       0.04237381
  220      -0.00521623      -0.00717952       0.04251420      -0.00521623      -0.00717952       0.04251420
  221      -0.00437500      -0.00757772       0.04265271      -0.00437500      -0.00757772       0.04265271
  222      -0.00350785      -0.00787876       0.04278931      -0.00350785      -0.00787876       0.04278931
  223      -0.00262587      -0.00808160       0.04292398      -0.00262587      -0.00808160       0.04292398
  224      -0.00174009      -0.00818648       0.04305672      -0.00174009      -0.00818648       0.04305672
  225      -0.00086131      -0.00819486       0.04318750      -0.00086131      -0.00819486       0.04318750
  226       0.00000000      -0.00810938       0.04331631       0.00000000      -0.00810938       0.04331631
  227       0.00083388      -0.00793380       0.04344312       0.00083388      -0.00793380       0.04344312
  228       0.00163094      -0.00767296       0.04356792       0.00163094      -0.00767296       0.04356792
  229       0.00238252      -0.00733265       0.04369070       0.00238252      -0.00733265       0.04369070
  230       0.00308078      -0.00691954       0.04381144       0.00308078      -0.00691954       0.04381144
  231       0.00371875      -0.00644106       0.04393011       0.00371875      -0.00644106       0.04393011
  232       0.00429047      -0.00590532       0.04404671       0.00429047      -0.00590532       0.04404671
  233       0.00479098      -0.00532092       0.04416121       0.00479098      -0.00532092       0.04416121
  234       0.00521641      -0.00469688       0.04427361       0.00521641      -0.00469688       0.04427361
  235       0.00556401      -0.00404249       0.04438388       0.00556401      -0.00404249       0.04438388
  236       0.00583214      -0.00336719       0.04449201       0.00583214      -0.00336719       0.04449201
  237       0.00602026      -0.00268039       0.04459798       0.00602026      -0.00268039       0.04459798
  238       0.00612896      -0.00199142       0.04470178       0.00612896      -0.00199142       0.04470178
  239       0.00615988      -0.00130932       0.04480339       0.00615988      -0.00130932       0.04480339
